doi,title,journal,file,source,is_oa,oa_status,oa_url
10.1093/treephys/tpag072,Response of two mangrove species to elevated temperatures: a comparative study o,,daily-42231569.md,daily,False,error,HTTP Error 404: Not Found
10.1111/nph.71318,The genetic architecture of leaf vein density and its importance for photosynthe,,daily-42231612.md,daily,False,error,HTTP Error 404: Not Found
10.1093/jxb/erag267,Herbicide-resistant weeds exploit kinship to reduce allelopathy from crops.,,daily-42231626.md,daily,False,error,HTTP Error 404: Not Found
10.1080/10253890.2026.2680032,"Repeated exposure to the smell of innate fear, trimethylthiazoline, promotes fea",,daily-42231636.md,daily,False,error,HTTP Error 404: Not Found
10.1111/pce.70644,A Thermo-Sensitive OsMYC2 Allele Coordinates Spikelet Development With Temperatu,,daily-42231659.md,daily,False,error,HTTP Error 404: Not Found
10.1002/advs.75700,NLSS3 Impairs SHM1 Autophagic Degradation to Regulate Leaf Morphology and Salt T,,daily-42231793.md,daily,False,error,HTTP Error 404: Not Found
10.1094/PDIS-12-25-2427-RE,Southward Spread of Pepper Necrotic Spot Orthotospovirus into Chile: Identificat,,daily-42231872.md,daily,False,error,HTTP Error 404: Not Found
10.1094/PDIS-12-25-2462-SR,Molecular detection tools for the powdery mildew genus ,,daily-42231873.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.jfca.2023.105398,Spatially resolved quantification of wheat kernel vitreousness using hyperspectr,,daily-42231888.md,daily,False,closed,
10.1016/j.ecoenv.2016.02.015,Harnessing foliar-applied melatonin to improve yield and stress tolerance in tom,,daily-42231897.md,daily,False,closed,
10.1016/j.fuel.2023.129085,Valorization of acid-hydrolyzed tea stem waste for sustainable biodiesel product,,daily-42232078.md,daily,False,closed,
10.1111/j.1439-0507.2011.02068.x,False-positive beta-glucan test due to beta-glucan component in sterile gauze du,,daily-42232329.md,daily,False,closed,
10.1021/acs.jafc.4c08754,Elucidation of the key odorants contributing to the distinctive honey and sweet ,,daily-42232488.md,daily,False,closed,
10.1007/s00468-017-1582-y,Responses and adaptations of plants to abiotic stress: transcriptional regulatio,,daily-42232517.md,daily,False,closed,
10.1016/j.ijbiomac.2023.125502,Environmental applications of silver nanoparticles: state-of-the-art review and ,,daily-42232528.md,daily,False,closed,
10.1002/gcc.21985,Liubao tea as a functional fermented food: multi-omics insights into its modulat,,daily-42232567.md,daily,False,closed,
10.1016/j.foodhyd.2022.107978,Structured bigel-based foams with tailored textural properties: a bigel-based st,,daily-42233119.md,daily,False,closed,
10.2105/AJPH.2026.308491,Tobacco Industry Contributions to the Development of Ultraprocessed Food in the ,,daily-42233189.md,daily,False,error,HTTP Error 404: Not Found
10.2105/AJPH.2026.308501,Ultra-Processed Foods in the Global Food System: The Role of US Tobacco Companie,,daily-42233201.md,daily,False,error,HTTP Error 404: Not Found
10.2105/AJPH.2026.308596,Beyond Personal Responsibility: Lessons From the Tobacco War for Regulating Ultr,,daily-42233205.md,daily,False,error,HTTP Error 404: Not Found
10.1042/EBC20250063,From early defence priming to lasting memory: developmental and seasonal dynamic,,daily-42233287.md,daily,False,error,HTTP Error 404: Not Found
10.1111/gcb.70936,Observation-Constrained Agroecosystem Model Inversion Reveals Continental-Scale ,,daily-42233340.md,daily,False,error,HTTP Error 404: Not Found
10.1002/jsfa.70752,Improved sodium dodecyl sulfate-polyacrylamide gel electrophoresis method for qu,,daily-42233511.md,daily,False,error,HTTP Error 404: Not Found
10.1128/jvi.02126-25,Human parainfluenza virus 3 fusion protein cleavage: a key determinant of infect,,daily-42233639.md,daily,False,error,HTTP Error 404: Not Found
10.1021/acs.jafc.6c01854,Soybean-Derived Soluble Fiber Enhances Antimicrobial Proteins in the Mouse Small,,daily-42233663.md,daily,False,error,HTTP Error 404: Not Found
10.1128/aem.00790-26,Exploring the biochemical and biological functions of copper radical oxidases in,,daily-42233674.md,daily,False,error,HTTP Error 404: Not Found
10.1111/mec.70421,Long-Term Inorganic Nitrogen Fertilization Drives a Trade-Off in the Soybean Sym,,daily-42233733.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.amepre.2026.108418,Bridging Science to Practice: How FDA Applies Dissemination and Implementation S,,daily-42233898.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.jadohealth.2026.04.004,Youth Tobacco Prevention: Are Doctors Talking to Youth About Tobacco?,,daily-42233932.md,daily,False,error,HTTP Error 404: Not Found
10.1158/1055-9965.EPI-26-0057,Dietary and Lifestyle Patterns Among Young Patients with Lung Cancer: Analysis o,,daily-42233968.md,daily,False,error,HTTP Error 404: Not Found
10.1111/ejss.12118,CeO,,daily-42234038.md,daily,False,closed,
10.1016/j.ijbiomac.2019.04.071,Seed Priming with Alginate-Whey Protein Concentrate Encapsulated Bacillus veleze,,daily-42234165.md,daily,False,closed,
10.1007/s11427-025-3204-2,Erratum to: Fungal oxalic acid inhibits the deamidation of CERK1 ectodomain to d,,daily-42234367.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.biortech.2017.05.022,Eco-friendly cationic celluloses for fouling control in anaerobic membrane biore,,daily-42234379.md,daily,False,closed,
10.1073/pnas.2537963123,Mutational analyses of an instability domain reveal its conserved role in the re,,daily-42234526.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.celrep.2026.117396,Synchronous spatiotemporal control of autophagy and organelle trafficking is nec,,daily-42234560.md,daily,False,error,HTTP Error 404: Not Found
10.1093/plcell/koag160,Loss of PMR4 callose synthase triggers jasmonic acid-dependent resistance to the,,daily-42234583.md,daily,False,error,HTTP Error 404: Not Found
10.1093/plcell/koag159,SlWRKY2 orchestrates cold tolerance via phytochromes interaction and SlPIF4 stab,,daily-42234585.md,daily,False,error,HTTP Error 404: Not Found
10.1021/acs.analchem.6c01424,Coordination and π-π Stacking-Driven Conjugated Polymer Sensor Array for Polyphe,,daily-42234611.md,daily,False,error,HTTP Error 404: Not Found
10.1371/journal.pone.0350861,Performance of doubled haploid maize (Zea mays L.) testcross hybrids under optim,,daily-42234662.md,daily,False,error,HTTP Error 404: Not Found
10.1371/journal.pone.0350814,Acinetobacter baumannii utilizes a novel protective factor to combat desiccation,,daily-42234671.md,daily,False,error,HTTP Error 404: Not Found
10.1021/acs.est.6c01984,Biomagnification in Trophic Transfer: Mechanisms of Trans-Trophic Toxicity from ,,daily-42234685.md,daily,False,error,HTTP Error 404: Not Found
10.1510/mmcts.2021.026,Local Anesthesia and Analgosedation for Surgical Micro-Axial Flow Pump Implantat,,daily-42234693.md,daily,False,closed,
10.1371/journal.pone.0349237,Research on an improved RT-DETR-based model for rice disease detection.,,daily-42234768.md,daily,False,error,HTTP Error 404: Not Found
10.1021/jacs.6c05481,A Programmable Cut-and-Sew Strategy for Trisulfide Transfer in the Synthesis of ,,daily-42234790.md,daily,False,error,HTTP Error 404: Not Found
10.1093/jxb/erag271,Arabidopsis Ethylene Receptors of Low Degrees of Functional Redundancy Enrich He,,daily-42234817.md,daily,False,error,HTTP Error 404: Not Found
10.1093/plphys/kiag332,The rice aquaporins OsPIP2;1 and OsPIP2;2 alleviate toxicity of heavy metals and,,daily-42234822.md,daily,False,error,HTTP Error 404: Not Found
10.1093/plphys/kiag333,Molecular Mechanism of Cold Acclimation Regulating Freezing Tolerance in Prunus ,,daily-42234825.md,daily,False,error,HTTP Error 404: Not Found
10.1021/acs.jafc.6c04580,Labdane Diterpenoids with Anti-Tomato Spotted Wilt Virus Activity from ,,daily-42234960.md,daily,False,error,HTTP Error 404: Not Found
10.1111/tpj.70972,CsWRKY6-2/CsWRKY12 module regulates gallated catechin biosynthesis in tea plants,,daily-42235060.md,daily,False,error,HTTP Error 404: Not Found
10.1111/tpj.70964,The cyclin-dependent kinase inhibitor KIP-RELATED PROTEIN 6 promotes stem cell d,,daily-42235081.md,daily,False,error,HTTP Error 404: Not Found
10.1016/j.copbio.2026.103519,Natural small RNA-based defense informs engineering of host-induced gene silenci,,daily-42235105.md,daily,False,error,HTTP Error 404: Not Found
